date,wrp,positive tests,test positivity rate,hospital admissions,Cook County beds in use
2022-02-01,Kirie,312.27,0.0516,6.45,1027
2022-02-02,Kirie,287.28,0.0481,6.2,963
2022-02-03,Kirie,272.62,0.0528,5.59,916
2022-02-04,Kirie,278.01,0.0507,5.11,862
2022-02-05,Kirie,241.5,0.0492,5.11,812
2022-02-06,Kirie,194.66,0.0486,4.86,775
2022-02-07,Kirie,191.07,0.0505,4.62,729
2022-02-08,Kirie,176.71,0.0543,4.5,683
2022-02-09,Kirie,180.45,0.0485,4.5,644
2022-02-10,Kirie,173.57,0.0394,4.38,614
2022-02-11,Kirie,153.37,0.0339,3.77,583
2022-02-12,Kirie,160.55,0.033,3.65,556
2022-02-13,Kirie,142.29,0.0343,3.4,525
2022-02-14,Kirie,130.92,0.0322,3.28,502
2022-02-15,Kirie,131.22,0.0272,3.28,475
2022-02-16,Kirie,121.2,0.029,3.04,453
2022-02-17,Kirie,114.16,0.0259,2.8,427
2022-02-18,Kirie,105.04,0.0281,2.55,408
2022-02-19,Kirie,99.65,0.0263,2.68,386
2022-02-20,Kirie,102.05,0.0241,2.68,363
2022-02-21,Kirie,93.82,0.0234,2.43,342
2022-02-22,Kirie,97.11,0.0232,2.31,328
2022-02-23,Kirie,92.47,0.022,2.07,309
2022-02-24,Kirie,92.17,0.0255,1.95,294
2022-02-25,Kirie,96.21,0.0237,1.7,276
2022-02-26,Kirie,92.92,0.0227,1.7,262
2022-02-27,Kirie,85.44,0.022,1.7,250
2022-02-28,Kirie,78.85,0.0219,1.7,235
2022-03-01,Kirie,68.83,0.023,1.58,222
2022-03-02,Kirie,69.13,0.022,1.58,209
2022-03-03,Kirie,64.94,0.0189,1.34,195
2022-03-04,Kirie,62.84,0.0179,1.34,184
2022-03-05,Kirie,60.45,0.0169,1.34,177
2022-03-06,Kirie,64.34,0.017,1.34,170
2022-03-07,Kirie,63.89,0.016,1.34,169
2022-03-08,Kirie,65.24,0.0154,1.34,163
2022-03-09,Kirie,62.99,0.0153,1.34,162
2022-03-10,Kirie,63.89,0.0167,1.34,161
2022-03-11,Kirie,62.54,0.0163,1.22,162
2022-03-12,Kirie,60.0,0.0163,1.34,163
2022-03-13,Kirie,57.61,0.0163,1.34,163
2022-03-14,Kirie,53.57,0.0165,1.34,160
2022-03-15,Kirie,52.52,0.0161,1.22,161
2022-03-16,Kirie,51.62,0.0152,1.22,158
2022-03-17,Kirie,52.07,0.0147,1.22,156
2022-03-18,Kirie,52.97,0.0132,1.22,154
2022-03-19,Kirie,51.17,0.0131,1.09,148
2022-03-20,Kirie,53.72,0.0127,1.09,146
2022-03-21,Kirie,54.61,0.0128,1.09,144
2022-03-22,Kirie,53.57,0.0132,0.97,138
2022-03-23,Kirie,56.71,0.0132,1.09,135
2022-03-24,Kirie,58.5,0.0155,1.09,132
2022-03-25,Kirie,62.24,0.0205,1.09,130
2022-03-26,Kirie,65.99,0.0306,1.22,132
2022-03-27,Kirie,71.37,0.0332,1.22,128
2022-03-28,Kirie,75.56,0.0347,1.22,125
2022-03-29,Kirie,82.0,0.0362,1.22,125
2022-03-30,Kirie,83.34,0.0356,1.34,126
2022-03-31,Kirie,84.84,0.0278,1.09,128
2020-08-01,Lemont,1.93,0.0418,0.35,373
2020-08-02,Lemont,2.08,0.0317,0.36,369
2020-08-03,Lemont,2.08,0.0314,0.38,371
2020-08-04,Lemont,1.93,0.0293,0.39,369
2020-08-05,Lemont,2.23,0.0406,0.38,366
2020-08-06,Lemont,2.98,0.0427,0.38,369
2020-08-07,Lemont,3.57,0.0414,0.39,372
2020-08-08,Lemont,3.13,0.0364,0.38,363
2020-08-09,Lemont,3.13,0.0421,0.4,357
2020-08-10,Lemont,3.87,0.0556,0.39,355
2020-08-11,Lemont,4.02,0.0665,0.36,355
2020-08-12,Lemont,3.57,0.06,0.36,355
2020-08-13,Lemont,3.42,0.0603,0.38,353
2020-08-14,Lemont,4.02,0.0765,0.36,356
2020-08-15,Lemont,4.32,0.0811,0.38,371
2020-08-16,Lemont,4.61,0.0752,0.36,378
2020-08-17,Lemont,4.91,0.0467,0.36,375
2020-08-18,Lemont,5.06,0.0551,0.38,371
2020-08-19,Lemont,5.8,0.0578,0.38,372
2020-08-20,Lemont,5.8,0.0596,0.39,371
2020-08-21,Lemont,5.06,0.0632,0.4,369
2020-08-22,Lemont,5.06,0.063,0.38,363
2020-08-23,Lemont,4.91,0.0561,0.39,363
2020-08-24,Lemont,4.32,0.073,0.4,365
2020-08-25,Lemont,4.32,0.0614,0.4,371
2020-08-26,Lemont,4.17,0.0606,0.42,371
2020-08-27,Lemont,3.72,0.0624,0.42,368
2020-08-28,Lemont,3.42,0.0575,0.42,368
2020-08-29,Lemont,3.72,0.0586,0.43,368
2020-08-30,Lemont,3.57,0.0831,0.39,363
2020-08-31,Lemont,3.72,0.0668,0.39,361
2020-09-01,Lemont,3.57,0.073,0.38,356
2020-09-02,Lemont,3.27,0.0853,0.36,351
2020-09-03,Lemont,3.57,0.0828,0.34,351
2020-09-04,Lemont,3.42,0.0455,0.34,347
2020-09-05,Lemont,2.83,0.0421,0.34,344
2020-09-06,Lemont,2.98,0.0381,0.31,342
2020-09-07,Lemont,2.68,0.0465,0.32,341
2020-09-08,Lemont,3.27,0.0372,0.34,343
2020-09-09,Lemont,3.27,0.0294,0.32,345
2020-09-10,Lemont,2.83,0.0235,0.31,349
2020-09-11,Lemont,2.83,0.0292,0.32,351
2020-09-12,Lemont,3.13,0.0373,0.32,349
2020-09-13,Lemont,2.68,0.0275,0.32,344
2020-09-14,Lemont,2.38,0.0228,0.34,346
2020-09-15,Lemont,3.27,0.0259,0.34,345
2020-09-16,Lemont,2.98,0.0288,0.34,344
2020-09-17,Lemont,3.13,0.0331,0.34,340
2020-09-18,Lemont,3.87,0.0303,0.32,341
2020-09-19,Lemont,4.32,0.0392,0.31,341
2020-09-20,Lemont,6.1,0.0358,0.3,346
2020-09-21,Lemont,6.85,0.0391,0.3,339
2020-09-22,Lemont,6.1,0.0469,0.29,338
2020-09-23,Lemont,6.25,0.0482,0.3,340
2020-09-24,Lemont,6.4,0.0624,0.3,341
2020-09-25,Lemont,5.95,0.0592,0.3,340
2020-09-26,Lemont,6.25,0.0472,0.31,340
2020-09-27,Lemont,4.76,0.0597,0.34,338
2020-09-28,Lemont,5.36,0.0615,0.3,343
2020-09-29,Lemont,5.21,0.0539,0.3,349
2020-09-30,Lemont,5.36,0.0595,0.31,351
2020-10-01,Lemont,5.51,0.0412,0.31,355
2020-10-02,Lemont,5.8,0.0514,0.3,355
2020-10-03,Lemont,5.36,0.0511,0.32,365
2020-10-04,Lemont,5.36,0.0547,0.34,378
2020-10-05,Lemont,4.76,0.0563,0.36,386
2020-10-06,Lemont,3.87,0.0638,0.4,388
2020-10-07,Lemont,5.36,0.0606,0.4,400
2020-10-08,Lemont,5.8,0.0699,0.4,413
2020-10-09,Lemont,5.95,0.065,0.43,427
2020-10-10,Lemont,6.85,0.059,0.42,437
2020-10-11,Lemont,7.44,0.055,0.44,443
2020-10-12,Lemont,8.48,0.0552,0.43,453
2020-10-13,Lemont,8.93,0.0561,0.4,466
2020-10-14,Lemont,8.19,0.0581,0.42,464
2020-10-15,Lemont,8.19,0.0524,0.44,465
2020-10-16,Lemont,8.93,0.0575,0.44,474
2020-10-17,Lemont,8.19,0.0636,0.43,486
2020-10-18,Lemont,9.38,0.0694,0.47,499
2020-10-19,Lemont,9.08,0.0722,0.49,514
2020-10-20,Lemont,10.72,0.0624,0.55,522
2020-10-21,Lemont,11.61,0.0615,0.61,545
2020-10-22,Lemont,13.69,0.072,0.64,566
2020-10-23,Lemont,13.25,0.0656,0.65,583
2020-10-24,Lemont,13.1,0.0755,0.7,601
2020-10-25,Lemont,12.5,0.0841,0.71,620
2020-10-26,Lemont,12.35,0.0964,0.77,637
2020-10-27,Lemont,12.5,0.1119,0.77,668
2020-10-28,Lemont,11.91,0.1063,0.81,694
2020-10-29,Lemont,10.12,0.1004,0.86,722
2020-10-30,Lemont,10.12,0.1059,0.84,755
2020-10-31,Lemont,11.01,0.1032,0.87,786
2020-11-01,Lemont,11.46,0.0979,0.9,812
2020-11-02,Lemont,15.18,0.0811,1.0,846
2020-11-03,Lemont,16.22,0.0803,1.05,869
2020-11-04,Lemont,18.16,0.0879,1.09,896
2020-11-05,Lemont,20.84,0.1038,1.13,935
2020-11-06,Lemont,23.52,0.1181,1.19,973
2020-11-07,Lemont,23.52,0.1165,1.27,1020
2020-11-08,Lemont,24.86,0.1202,1.31,1054
2020-11-09,Lemont,23.22,0.1355,1.32,1096
2020-11-10,Lemont,22.62,0.1499,1.38,1151
2020-11-11,Lemont,22.18,0.1274,1.4,1204
2020-11-12,Lemont,20.69,0.1267,1.43,1241
2020-11-13,Lemont,19.5,0.1265,1.4,1288
2020-11-14,Lemont,20.24,0.1307,1.44,1329
2020-11-15,Lemont,20.84,0.1361,1.48,1383
2020-11-16,Lemont,20.24,0.1328,1.56,1432
2020-11-17,Lemont,20.39,0.1279,1.57,1464
2020-11-18,Lemont,19.2,0.1563,1.56,1495
2020-11-19,Lemont,18.61,0.1821,1.52,1527
2020-11-20,Lemont,18.31,0.1806,1.53,1548
2020-11-21,Lemont,19.05,0.1671,1.56,1563
2020-11-22,Lemont,17.41,0.1593,1.53,1584
2020-11-23,Lemont,16.67,0.1347,1.47,1601
2020-11-24,Lemont,15.93,0.1087,1.42,1619
2020-11-25,Lemont,16.52,0.1097,1.4,1617
2020-11-26,Lemont,16.67,0.0915,1.3,1617
2020-11-27,Lemont,21.73,0.0897,1.3,1607
2020-11-28,Lemont,20.39,0.0921,1.27,1606
2020-11-29,Lemont,20.69,0.0947,1.31,1601
2020-11-30,Lemont,19.8,0.0949,1.27,1578
2020-12-01,Lemont,21.28,0.093,1.26,1562
2020-12-02,Lemont,21.28,0.0908,1.23,1557
2020-12-03,Lemont,20.39,0.092,1.34,1537
2020-12-04,Lemont,17.41,0.081,1.3,1529
2020-12-05,Lemont,17.27,0.0874,1.35,1505
2020-12-06,Lemont,17.41,0.0839,1.36,1473
2020-12-07,Lemont,19.2,0.0831,1.35,1446
2020-12-08,Lemont,17.71,0.0946,1.34,1432
2020-12-09,Lemont,17.12,0.093,1.38,1409
2020-12-10,Lemont,18.46,0.0922,1.36,1400
2020-12-11,Lemont,15.48,0.1062,1.38,1379
2020-12-12,Lemont,15.33,0.088,1.39,1373
2020-12-13,Lemont,14.44,0.0892,1.39,1366
2020-12-14,Lemont,13.25,0.0976,1.4,1364
2020-12-15,Lemont,14.29,0.0851,1.36,1348
2020-12-16,Lemont,14.44,0.078,1.27,1334
2020-12-17,Lemont,13.4,0.0792,1.25,1315
2020-12-18,Lemont,13.84,0.0717,1.19,1298
2020-12-19,Lemont,13.84,0.0841,1.22,1269
2020-12-20,Lemont,14.14,0.0816,1.25,1249
2020-12-21,Lemont,12.95,0.0743,1.16,1227
2020-12-22,Lemont,10.42,0.0742,1.23,1209
2020-12-23,Lemont,8.93,0.0801,1.21,1193
2020-12-24,Lemont,8.93,0.0801,1.16,1175
2020-12-25,Lemont,8.19,0.0732,1.08,1151
2020-12-26,Lemont,7.44,0.0618,1.06,1142
2020-12-27,Lemont,6.7,0.058,1.06,1136
2020-12-28,Lemont,7.0,0.0627,1.09,1126
2020-12-29,Lemont,7.29,0.0645,1.05,1113
2020-12-30,Lemont,7.44,0.0597,1.01,1096
2020-12-31,Lemont,6.55,0.0517,0.97,1086
2021-01-01,Lemont,7.0,0.0532,0.95,1080
2021-01-02,Lemont,8.34,0.0546,1.01,1069
2021-01-03,Lemont,7.74,0.0534,1.0,1056
2021-01-04,Lemont,8.04,0.0456,0.99,1040
2021-01-05,Lemont,8.63,0.0467,0.99,1026
2021-01-06,Lemont,9.23,0.0498,0.99,1022
2021-01-07,Lemont,10.27,0.0526,0.97,1015
2021-01-08,Lemont,9.53,0.0578,1.0,1009
2021-01-09,Lemont,8.48,0.0589,1.0,997
2021-01-10,Lemont,9.23,0.0622,1.0,984
2021-01-11,Lemont,8.93,0.0704,0.97,974
2021-01-12,Lemont,9.08,0.0661,0.99,962
2021-01-13,Lemont,9.97,0.0683,0.97,947
2021-01-14,Lemont,9.38,0.0589,0.95,935
2021-01-15,Lemont,9.38,0.0595,0.94,919
2021-01-16,Lemont,9.53,0.0583,0.92,913
2021-01-17,Lemont,9.38,0.0647,0.9,904
2021-01-18,Lemont,10.57,0.0623,0.9,896
2021-01-19,Lemont,9.53,0.0615,0.87,887
2021-01-20,Lemont,8.19,0.0575,0.84,886
2021-01-21,Lemont,8.34,0.0635,0.83,880
2021-01-22,Lemont,8.19,0.0708,0.79,876
2021-01-23,Lemont,8.34,0.0696,0.74,865
2021-01-24,Lemont,7.59,0.0587,0.74,851
2021-01-25,Lemont,7.0,0.0571,0.71,838
2021-01-26,Lemont,7.0,0.0649,0.7,823
2021-01-27,Lemont,6.85,0.0647,0.68,794
2021-01-28,Lemont,5.95,0.0598,0.65,766
2021-01-29,Lemont,6.4,0.0539,0.61,739
2021-01-30,Lemont,6.1,0.0485,0.61,709
2021-01-31,Lemont,6.7,0.0492,0.57,682
2021-02-01,Lemont,6.55,0.0448,0.57,658
2021-02-02,Lemont,6.25,0.0489,0.55,636
2021-02-03,Lemont,6.55,0.0486,0.55,619
2021-02-04,Lemont,7.0,0.0536,0.55,604
2021-02-05,Lemont,6.85,0.0499,0.55,595
2021-02-06,Lemont,7.0,0.0556,0.56,589
2021-02-07,Lemont,6.7,0.0574,0.56,583
2021-02-08,Lemont,6.55,0.0593,0.55,569
2021-02-09,Lemont,6.25,0.0528,0.52,554
2021-02-10,Lemont,5.8,0.0535,0.48,543
2021-02-11,Lemont,5.51,0.0499,0.48,533
2021-02-12,Lemont,5.21,0.0537,0.44,515
2021-02-13,Lemont,4.61,0.0499,0.43,497
2021-02-14,Lemont,4.32,0.0441,0.4,480
2021-02-15,Lemont,3.72,0.0435,0.39,464
2021-02-16,Lemont,4.61,0.0465,0.39,451
2021-02-17,Lemont,5.36,0.0452,0.36,437
2021-02-18,Lemont,5.36,0.0503,0.4,420
2021-02-19,Lemont,4.61,0.0341,0.38,410
2021-02-20,Lemont,4.61,0.0433,0.38,401
2021-02-21,Lemont,4.17,0.0558,0.38,391
2021-02-22,Lemont,4.17,0.0563,0.38,380
2021-02-23,Lemont,3.42,0.0465,0.36,375
2021-02-24,Lemont,2.98,0.0483,0.36,372
2021-02-25,Lemont,2.83,0.0315,0.31,369
2021-02-26,Lemont,3.13,0.0354,0.32,360
2021-02-27,Lemont,3.13,0.028,0.35,356
2021-02-28,Lemont,3.57,0.0227,0.34,352
2021-03-01,Lemont,3.27,0.021,0.34,347
2021-03-02,Lemont,12.21,0.0235,0.32,345
2021-03-03,Lemont,12.5,0.0201,0.32,337
2021-03-04,Lemont,12.5,0.0297,0.31,334
2021-03-05,Lemont,13.54,0.0274,0.31,337
2021-03-06,Lemont,13.25,0.0886,0.29,337
2021-03-07,Lemont,13.54,0.094,0.3,332
2021-03-08,Lemont,13.54,0.0958,0.3,335
2021-03-09,Lemont,-1.64,0.1038,0.31,329
2021-03-10,Lemont,-2.53,0.1193,0.31,325
2021-03-11,Lemont,-2.68,0.111,0.32,323
2021-03-12,Lemont,-2.98,0.1143,0.31,320
2021-03-13,Lemont,-2.98,-0.016,0.32,321
2021-03-14,Lemont,-3.27,-0.0233,0.35,322
2021-03-15,Lemont,-1.93,-0.0244,0.35,322
2021-03-16,Lemont,4.47,-0.0267,0.34,325
2021-03-17,Lemont,4.61,-0.0268,0.34,331
2021-03-18,Lemont,5.36,-0.0307,0.35,334
2021-03-19,Lemont,4.61,-0.0186,0.38,339
2021-03-20,Lemont,5.21,0.0357,0.38,341
2021-03-21,Lemont,4.91,0.0402,0.38,349
2021-03-22,Lemont,4.17,0.0465,0.42,356
2021-03-23,Lemont,4.17,0.0402,0.44,366
2021-03-24,Lemont,4.61,0.0434,0.45,375
2021-03-25,Lemont,5.95,0.036,0.47,382
2021-03-26,Lemont,6.1,0.0306,0.47,388
2021-03-27,Lemont,5.95,0.0331,0.48,397
2021-03-28,Lemont,8.19,0.0349,0.51,409
2021-03-29,Lemont,8.63,0.045,0.51,418
2021-03-30,Lemont,8.78,0.0453,0.52,423
2021-03-31,Lemont,8.78,0.0447,0.55,428
2021-04-01,Lemont,7.44,0.0712,0.52,433
2021-04-02,Lemont,8.48,0.0763,0.52,437
2021-04-03,Lemont,9.82,0.0759,0.57,440
2021-04-04,Lemont,7.59,0.0785,0.56,442
2021-04-05,Lemont,7.29,0.0661,0.58,445
2021-04-06,Lemont,7.89,0.0736,0.6,451
2021-04-07,Lemont,8.78,0.0718,0.6,467
2021-04-08,Lemont,8.78,0.0548,0.64,481
2021-04-09,Lemont,8.93,0.0457,0.62,494
2021-04-10,Lemont,8.48,0.0486,0.61,510
2021-04-11,Lemont,8.78,0.0534,0.65,525
2021-04-12,Lemont,9.38,0.0524,0.64,543
2021-04-13,Lemont,8.63,0.0539,0.64,562
2021-04-14,Lemont,7.89,0.058,0.64,569
2021-04-15,Lemont,7.0,0.0504,0.65,578
2021-04-16,Lemont,6.7,0.0559,0.7,592
2021-04-17,Lemont,5.21,0.0512,0.71,602
2021-04-18,Lemont,5.66,0.0475,0.74,610
2021-04-19,Lemont,4.47,0.0438,0.78,619
2021-04-20,Lemont,5.21,0.0395,0.78,620
2021-04-21,Lemont,5.51,0.0281,0.74,620
2021-04-22,Lemont,5.8,0.0349,0.71,618
2021-04-23,Lemont,5.8,0.0272,0.68,609
2021-04-24,Lemont,7.0,0.0339,0.66,598
2021-04-25,Lemont,7.59,0.0339,0.61,590
2021-04-26,Lemont,7.44,0.0348,0.62,582
2021-04-27,Lemont,7.29,0.0363,0.62,578
2021-04-28,Lemont,6.55,0.0445,0.64,577
2021-04-29,Lemont,6.85,0.0464,0.64,572
2021-04-30,Lemont,5.95,0.0437,0.62,567
2021-05-01,Lemont,5.95,0.0427,0.61,563
2021-05-02,Lemont,4.61,0.0379,0.62,555
2021-05-03,Lemont,5.36,0.0409,0.58,545
2021-05-04,Lemont,4.47,0.035,0.57,539
2021-05-05,Lemont,4.91,0.0343,0.57,532
2021-05-06,Lemont,4.61,0.0266,0.57,529
2021-05-07,Lemont,4.61,0.0309,0.58,530
2021-05-08,Lemont,4.61,0.0262,0.6,533
2021-05-09,Lemont,4.91,0.0285,0.61,533
2021-05-10,Lemont,4.17,0.0265,0.64,532
2021-05-11,Lemont,4.76,0.0275,0.62,528
2021-05-12,Lemont,5.21,0.0289,0.61,521
2021-05-13,Lemont,6.25,0.0322,0.56,512
2021-05-14,Lemont,7.0,0.0293,0.51,499
2021-05-15,Lemont,6.7,0.0294,0.47,489
2021-05-16,Lemont,6.55,0.034,0.44,473
2021-05-17,Lemont,6.85,0.0408,0.42,453
2021-05-18,Lemont,6.7,0.0449,0.4,433
2021-05-19,Lemont,6.1,0.0341,0.36,420
2021-05-20,Lemont,5.95,0.0338,0.36,408
2021-05-21,Lemont,4.76,0.0361,0.35,394
2021-05-22,Lemont,5.95,0.0401,0.36,381
2021-05-23,Lemont,6.25,0.038,0.38,376
2021-05-24,Lemont,6.25,0.0376,0.36,377
2021-05-25,Lemont,5.51,0.0311,0.36,376
2021-05-26,Lemont,5.21,0.0503,0.36,369
2021-05-27,Lemont,4.02,0.0526,0.34,360
2021-05-28,Lemont,4.61,0.0568,0.31,354
2021-05-29,Lemont,3.27,0.0522,0.27,343
2021-05-30,Lemont,3.13,0.0483,0.25,334
2021-05-31,Lemont,2.68,0.0377,0.25,319
2021-06-01,Lemont,3.13,0.0457,0.26,300
2021-06-02,Lemont,3.13,0.0434,0.23,287
2021-06-03,Lemont,3.13,0.0479,0.23,278
2021-06-04,Lemont,2.53,0.0425,0.23,264
2021-06-05,Lemont,1.64,0.0491,0.22,255
2021-06-06,Lemont,1.04,0.0498,0.22,241
2021-06-07,Lemont,1.19,0.0481,0.22,229
2021-06-08,Lemont,0.89,0.0366,0.21,223
2021-06-09,Lemont,0.89,0.023,0.19,214
2021-06-10,Lemont,0.89,0.0147,0.18,205
2021-06-11,Lemont,0.89,0.0172,0.16,196
2021-06-12,Lemont,1.04,0.0136,0.17,189
2021-06-13,Lemont,1.64,0.014,0.17,182
2021-06-14,Lemont,1.34,0.0145,0.17,177
2021-06-15,Lemont,1.34,0.0141,0.16,170
2021-06-16,Lemont,1.04,0.0166,0.17,161
2021-06-17,Lemont,1.19,0.0274,0.16,152
2021-06-18,Lemont,1.34,0.0232,0.13,149
2021-06-19,Lemont,1.19,0.0227,0.13,142
2021-06-20,Lemont,0.74,0.0182,0.12,137
2021-06-21,Lemont,0.6,0.0214,0.1,130
2021-06-22,Lemont,0.6,0.0255,0.1,124
2021-06-23,Lemont,0.6,0.0201,0.12,119
2021-06-24,Lemont,0.45,0.0124,0.1,116
2021-06-25,Lemont,0.45,0.0095,0.1,110
2021-06-26,Lemont,0.45,0.0099,0.1,108
2021-06-27,Lemont,0.45,0.0104,0.1,105
2021-06-28,Lemont,1.04,0.0082,0.1,105
2021-06-29,Lemont,1.34,0.0078,0.13,106
2021-06-30,Lemont,1.34,0.0091,0.13,106
2021-07-01,Lemont,1.34,0.0098,0.12,105
2021-07-02,Lemont,1.49,0.0244,0.1,104
2021-07-03,Lemont,1.93,0.0287,0.1,101
2021-07-04,Lemont,2.08,0.0305,0.12,98
2021-07-05,Lemont,1.79,0.0315,0.12,96
2021-07-06,Lemont,1.49,0.0336,0.1,96
2021-07-07,Lemont,1.49,0.043,0.12,95
2021-07-08,Lemont,1.64,0.0449,0.14,95
2021-07-09,Lemont,1.34,0.0372,0.14,95
2021-07-10,Lemont,1.04,0.0322,0.14,96
2021-07-11,Lemont,0.89,0.0272,0.14,95
2021-07-12,Lemont,0.74,0.0273,0.16,95
2021-07-13,Lemont,0.89,0.0248,0.16,92
2021-07-14,Lemont,1.19,0.0199,0.16,90
2021-07-15,Lemont,1.04,0.016,0.14,89
2021-07-16,Lemont,1.19,0.0129,0.13,88
2021-07-17,Lemont,1.49,0.0143,0.14,90
2021-07-18,Lemont,2.23,0.0177,0.16,94
2021-07-19,Lemont,2.68,0.0155,0.17,96
2021-07-20,Lemont,2.98,0.0158,0.18,100
2021-07-21,Lemont,3.13,0.0162,0.19,108
2021-07-22,Lemont,3.42,0.0237,0.21,117
2021-07-23,Lemont,3.57,0.0286,0.22,126
2021-07-24,Lemont,3.42,0.0334,0.21,134
2021-07-25,Lemont,2.98,0.0362,0.21,141
2021-07-26,Lemont,2.98,0.0409,0.19,147
2021-07-27,Lemont,2.38,0.046,0.21,154
2021-07-28,Lemont,2.68,0.0508,0.23,159
2021-07-29,Lemont,2.68,0.0407,0.21,161
2021-07-30,Lemont,3.27,0.0372,0.22,164
2021-07-31,Lemont,3.87,0.0291,0.26,167
2021-08-01,Lemont,3.57,0.0324,0.26,168
2021-08-02,Lemont,3.57,0.0317,0.27,171
2021-08-03,Lemont,4.32,0.0372,0.29,176
2021-08-04,Lemont,4.02,0.0448,0.29,184
2021-08-05,Lemont,4.17,0.0315,0.32,192
2021-08-06,Lemont,4.76,0.0337,0.3,204
2021-08-07,Lemont,5.21,0.0397,0.34,214
2021-08-08,Lemont,5.36,0.0364,0.36,229
2021-08-09,Lemont,5.06,0.0369,0.38,247
2021-08-10,Lemont,5.36,0.0403,0.39,264
2021-08-11,Lemont,5.95,0.0411,0.47,280
2021-08-12,Lemont,5.66,0.0541,0.48,297
2021-08-13,Lemont,4.91,0.0494,0.52,314
2021-08-14,Lemont,5.21,0.0442,0.49,336
2021-08-15,Lemont,5.8,0.0485,0.51,356
2021-08-16,Lemont,6.7,0.0466,0.52,373
2021-08-17,Lemont,6.1,0.0392,0.52,386
2021-08-18,Lemont,5.51,0.0375,0.52,398
2021-08-19,Lemont,5.51,0.0411,0.49,408
2021-08-20,Lemont,5.66,0.0472,0.47,410
2021-08-21,Lemont,4.47,0.0507,0.51,411
2021-08-22,Lemont,3.87,0.0484,0.53,410
2021-08-23,Lemont,3.57,0.0477,0.55,415
2021-08-24,Lemont,4.17,0.0555,0.55,420
2021-08-25,Lemont,4.61,0.0502,0.56,422
2021-08-26,Lemont,4.76,0.0435,0.6,433
2021-08-27,Lemont,4.61,0.0344,0.57,439
2021-08-28,Lemont,5.21,0.0387,0.57,447
2021-08-29,Lemont,5.8,0.0422,0.56,456
2021-08-30,Lemont,6.1,0.0448,0.56,460
2021-08-31,Lemont,6.55,0.0389,0.57,463
2021-09-01,Lemont,6.55,0.0432,0.57,468
2021-09-02,Lemont,6.7,0.0497,0.55,466
2021-09-03,Lemont,6.4,0.0589,0.53,476
2021-09-04,Lemont,5.36,0.0612,0.56,480
2021-09-05,Lemont,4.47,0.0587,0.55,483
2021-09-06,Lemont,3.72,0.0558,0.55,490
2021-09-07,Lemont,2.98,0.0583,0.58,495
2021-09-08,Lemont,3.13,0.0549,0.6,502
2021-09-09,Lemont,2.98,0.0482,0.56,507
2021-09-10,Lemont,3.27,0.0384,0.52,505
2021-09-11,Lemont,3.72,0.0305,0.49,506
2021-09-12,Lemont,4.91,0.0307,0.49,509
2021-09-13,Lemont,4.61,0.0298,0.49,504
2021-09-14,Lemont,4.76,0.0318,0.45,500
2021-09-15,Lemont,3.87,0.0308,0.42,494
2021-09-16,Lemont,3.87,0.0317,0.43,486
2021-09-17,Lemont,3.72,0.0277,0.43,481
2021-09-18,Lemont,4.32,0.0288,0.44,472
2021-09-19,Lemont,3.87,0.0236,0.42,467
2021-09-20,Lemont,4.32,0.0239,0.42,462
2021-09-21,Lemont,3.72,0.0223,0.43,458
2021-09-22,Lemont,4.17,0.0273,0.44,457
2021-09-23,Lemont,4.32,0.0293,0.42,456
2021-09-24,Lemont,4.47,0.0235,0.4,453
2021-09-25,Lemont,4.32,0.0205,0.39,450
2021-09-26,Lemont,3.87,0.023,0.42,447
2021-09-27,Lemont,4.76,0.0217,0.43,442
2021-09-28,Lemont,5.06,0.0228,0.4,438
2021-09-29,Lemont,4.76,0.0215,0.43,433
2021-09-30,Lemont,4.61,0.0171,0.45,429
2021-10-01,Lemont,4.76,0.028,0.44,428
2021-10-02,Lemont,4.02,0.0295,0.44,427
2021-10-03,Lemont,4.32,0.0278,0.43,423
2021-10-04,Lemont,3.13,0.0292,0.4,420
2021-10-05,Lemont,3.72,0.0238,0.4,420
2021-10-06,Lemont,4.17,0.0189,0.43,412
2021-10-07,Lemont,4.47,0.0192,0.39,403
2021-10-08,Lemont,4.61,0.0126,0.38,391
2021-10-09,Lemont,5.36,0.015,0.38,382
2021-10-10,Lemont,4.76,0.0165,0.36,367
2021-10-11,Lemont,4.76,0.0181,0.34,361
2021-10-12,Lemont,4.02,0.0198,0.35,353
2021-10-13,Lemont,3.42,0.0244,0.34,352
2021-10-14,Lemont,2.98,0.0201,0.32,352
2021-10-15,Lemont,2.38,0.0204,0.31,349
2021-10-16,Lemont,2.38,0.0172,0.29,349
2021-10-17,Lemont,2.38,0.0151,0.31,350
2021-10-18,Lemont,2.53,0.0131,0.36,348
2021-10-19,Lemont,2.68,0.012,0.35,346
2021-10-20,Lemont,2.98,0.0122,0.34,340
2021-10-21,Lemont,3.13,0.0118,0.3,336
2021-10-22,Lemont,3.72,0.014,0.29,335
2021-10-23,Lemont,3.27,0.0151,0.32,335
2021-10-24,Lemont,4.02,0.0169,0.31,328
2021-10-25,Lemont,5.36,0.0176,0.31,323
2021-10-26,Lemont,5.66,0.0191,0.32,318
2021-10-27,Lemont,5.21,0.0166,0.34,317
2021-10-28,Lemont,5.51,0.0249,0.35,318
2021-10-29,Lemont,4.91,0.0278,0.35,317
2021-10-30,Lemont,5.66,0.0285,0.34,312
2021-10-31,Lemont,6.55,0.0259,0.34,315
