date,wrp,positive tests,test positivity rate,hospital admissions,Cook County beds in use
2021-07-26,OBrien,171.9,0.0214,6.54,291
2021-07-27,OBrien,191.5,0.023,6.75,304
2021-07-28,OBrien,196.94,0.0266,7.6,314
2021-07-29,OBrien,203.17,0.0256,7.17,319
2021-07-30,OBrien,224.01,0.0256,7.17,324
2021-07-31,OBrien,207.21,0.0282,8.44,327
2021-08-01,OBrien,230.24,0.0285,8.23,331
2021-08-02,OBrien,248.9,0.0287,8.44,340
2021-08-03,OBrien,250.61,0.0298,9.07,347
2021-08-04,OBrien,255.9,0.0265,9.28,362
2021-08-05,OBrien,277.99,0.0286,10.34,373
2021-08-06,OBrien,271.93,0.0292,10.34,395
2021-08-07,OBrien,299.62,0.028,10.97,413
2021-08-08,OBrien,291.53,0.0283,11.82,436
2021-08-09,OBrien,287.33,0.029,12.24,455
2021-08-10,OBrien,322.49,0.0281,13.08,475
2021-08-11,OBrien,341.31,0.0307,14.56,495
2021-08-12,OBrien,341.46,0.0293,14.77,520
2021-08-13,OBrien,346.6,0.0293,15.4,539
2021-08-14,OBrien,344.73,0.0329,15.4,563
2021-08-15,OBrien,353.6,0.0338,15.61,586
2021-08-16,OBrien,371.8,0.0345,15.4,612
2021-08-17,OBrien,368.53,0.036,15.4,635
2021-08-18,OBrien,347.53,0.0354,15.61,654
2021-08-19,OBrien,341.78,0.0359,14.77,674
2021-08-20,OBrien,343.8,0.0362,13.93,685
2021-08-21,OBrien,357.95,0.0349,14.14,695
2021-08-22,OBrien,373.82,0.0316,14.98,701
2021-08-23,OBrien,378.02,0.0313,15.82,710
2021-08-24,OBrien,348.93,0.0312,15.61,725
2021-08-25,OBrien,387.67,0.0318,16.25,736
2021-08-26,OBrien,370.24,0.0337,17.09,751
2021-08-27,OBrien,392.33,0.0336,16.67,763
2021-08-28,OBrien,386.27,0.0314,16.46,775
2021-08-29,OBrien,377.55,0.0352,16.25,789
2021-08-30,OBrien,392.02,0.0341,16.25,797
2021-08-31,OBrien,408.05,0.0345,16.67,798
2021-09-01,OBrien,380.82,0.034,16.88,805
2021-09-02,OBrien,387.36,0.0323,16.46,804
2021-09-03,OBrien,355.0,0.0333,16.25,815
2021-09-04,OBrien,355.93,0.0331,16.67,818
2021-09-05,OBrien,360.75,0.0303,16.67,821
2021-09-06,OBrien,353.6,0.0303,16.46,829
2021-09-07,OBrien,363.55,0.0291,16.88,836
2021-09-08,OBrien,361.38,0.0305,17.51,846
2021-09-09,OBrien,354.38,0.0315,16.46,853
2021-09-10,OBrien,379.73,0.0312,15.4,854
2021-09-11,OBrien,374.29,0.0316,14.77,861
2021-09-12,OBrien,370.24,0.0311,15.19,864
2021-09-13,OBrien,341.93,0.0297,15.4,866
2021-09-14,OBrien,317.66,0.0306,14.77,866
2021-09-15,OBrien,329.17,0.0287,13.93,860
2021-09-16,OBrien,341.93,0.0273,13.93,849
2021-09-17,OBrien,321.09,0.0255,14.14,839
2021-09-18,OBrien,316.42,0.0231,14.35,823
2021-09-19,OBrien,304.91,0.0227,13.71,811
2021-09-20,OBrien,296.66,0.0227,13.08,798
2021-09-21,OBrien,290.28,0.0217,12.87,786
2021-09-22,OBrien,270.06,0.0203,13.5,776
2021-09-23,OBrien,260.41,0.0187,12.87,766
2021-09-24,OBrien,247.66,0.0171,12.24,760
2021-09-25,OBrien,238.17,0.0167,12.03,752
2021-09-26,OBrien,251.24,0.0166,12.45,745
2021-09-27,OBrien,261.35,0.0152,12.87,732
2021-09-28,OBrien,285.15,0.0146,12.03,723
2021-09-29,OBrien,287.79,0.0143,12.66,712
2021-09-30,OBrien,299.46,0.0138,12.87,709
2021-10-01,OBrien,321.24,0.0136,12.66,703
2021-10-02,OBrien,324.35,0.0145,12.87,699
2021-10-03,OBrien,321.09,0.0139,12.66,693
2021-10-04,OBrien,314.55,0.0143,11.6,689
2021-10-05,OBrien,277.22,0.0142,11.82,690
2021-10-06,OBrien,291.84,0.0139,12.66,682
2021-10-07,OBrien,290.44,0.0138,11.82,669
2021-10-08,OBrien,278.15,0.0137,11.18,658
2021-10-09,OBrien,292.31,0.0123,11.18,648
2021-10-10,OBrien,280.02,0.0127,10.97,633
2021-10-11,OBrien,275.5,0.0134,10.55,626
2021-10-12,OBrien,308.8,0.013,10.55,610
2021-10-13,OBrien,290.91,0.0141,10.34,609
2021-10-14,OBrien,279.7,0.0146,9.92,609
2021-10-15,OBrien,289.82,0.014,9.71,602
2021-10-16,OBrien,284.68,0.015,9.28,596
2021-10-17,OBrien,281.1,0.0144,9.71,591
2021-10-18,OBrien,289.97,0.0138,10.97,584
2021-10-19,OBrien,270.68,0.0148,10.55,580
2021-10-20,OBrien,269.75,0.0143,10.13,568
2021-10-21,OBrien,282.51,0.0134,9.07,557
2021-10-22,OBrien,276.75,0.0144,8.86,550
2021-10-23,OBrien,259.01,0.0134,9.49,548
2021-10-24,OBrien,270.68,0.0134,9.49,539
2021-10-25,OBrien,275.97,0.0137,9.71,532
2021-10-26,OBrien,296.04,0.0135,9.71,526
2021-10-27,OBrien,303.51,0.0128,10.13,523
2021-10-28,OBrien,300.86,0.0132,10.55,527
2021-10-29,OBrien,306.93,0.0134,10.34,531
2021-10-30,OBrien,298.99,0.0145,9.92,535
2021-10-31,OBrien,318.6,0.0145,10.13,543
2021-11-01,OBrien,306.0,0.0146,9.71,546
2021-11-02,OBrien,306.46,0.0149,9.92,550
2021-11-03,OBrien,313.62,0.0146,10.13,553
2021-11-04,OBrien,310.35,0.0158,9.71,550
2021-11-05,OBrien,294.79,0.0144,9.71,558
2021-11-06,OBrien,349.71,0.0142,10.34,563
2021-11-07,OBrien,371.49,0.0141,9.92,567
2021-11-08,OBrien,388.91,0.0142,10.97,570
2021-11-09,OBrien,385.18,0.0137,11.18,577
2021-11-10,OBrien,399.8,0.0157,11.39,585
2021-11-11,OBrien,409.6,0.0159,11.18,600
2021-11-12,OBrien,425.78,0.017,11.39,612
2021-11-13,OBrien,422.51,0.017,11.82,618
2021-11-14,OBrien,415.82,0.0189,12.87,628
2021-11-15,OBrien,479.61,0.0191,13.5,641
2021-11-16,OBrien,497.03,0.0195,13.93,653
2021-11-17,OBrien,472.45,0.0199,14.98,666
2021-11-18,OBrien,521.61,0.0199,14.77,678
2021-11-19,OBrien,562.68,0.022,15.19,690
2021-11-20,OBrien,553.96,0.0227,16.04,706
2021-11-21,OBrien,547.9,0.0206,16.46,728
2021-11-22,OBrien,461.72,0.0219,16.88,753
2021-11-23,OBrien,471.83,0.0222,16.88,770
2021-11-24,OBrien,478.21,0.0218,18.36,789
2021-11-25,OBrien,467.0,0.0227,18.57,804
2021-11-26,OBrien,453.63,0.0216,18.57,825
2021-11-27,OBrien,463.74,0.0238,18.99,848
2021-11-28,OBrien,565.79,0.0271,19.62,865
2021-11-29,OBrien,635.95,0.0285,20.26,884
2021-11-30,OBrien,640.15,0.0295,20.68,907
2021-12-01,OBrien,677.48,0.0304,21.52,935
2021-12-02,OBrien,740.64,0.0334,22.15,963
2021-12-03,OBrien,755.27,0.033,22.37,984
2021-12-04,OBrien,776.73,0.0302,23.84,1011
2021-12-05,OBrien,727.57,0.03,24.69,1041
2021-12-06,OBrien,724.93,0.0293,25.53,1069
2021-12-07,OBrien,789.49,0.0289,26.8,1103
2021-12-08,OBrien,818.42,0.0266,27.43,1132
2021-12-09,OBrien,749.35,0.0251,27.85,1166
2021-12-10,OBrien,772.53,0.0255,27.43,1203
2021-12-11,OBrien,873.65,0.0271,28.06,1239
2021-12-12,OBrien,986.43,0.0261,28.7,1279
2021-12-13,OBrien,1112.75,0.0253,28.7,1313
2021-12-14,OBrien,1239.85,0.0263,29.54,1342
2021-12-15,OBrien,1339.57,0.0319,31.23,1376
2021-12-16,OBrien,1602.94,0.0357,31.44,1408
2021-12-17,OBrien,1697.99,0.0381,32.07,1449
2021-12-18,OBrien,1904.89,0.0418,32.7,1484
2021-12-19,OBrien,2160.01,0.0471,34.18,1524
2021-12-20,OBrien,2498.05,0.0541,36.29,1573
2021-12-21,OBrien,2560.12,0.0531,40.09,1634
2021-12-22,OBrien,2667.93,0.0572,41.36,1701
2021-12-23,OBrien,2579.41,0.0641,43.04,1775
2021-12-24,OBrien,2851.5,0.0758,44.31,1839
2021-12-25,OBrien,2899.72,0.0794,47.69,1915
2021-12-26,OBrien,3072.24,0.0855,50.85,1999
2021-12-27,OBrien,3151.58,0.0846,54.02,2106
2021-12-28,OBrien,3331.1,0.1002,57.6,2224
2021-12-29,OBrien,3338.57,0.1053,59.71,2354
2021-12-30,OBrien,3625.12,0.1113,61.19,2500
2021-12-31,OBrien,3561.65,0.1143,59.71,2645
2022-01-01,OBrien,3759.06,0.1231,66.46,2796
2022-01-02,OBrien,4105.97,0.1214,67.52,2940
2022-01-03,OBrien,4475.59,0.129,69.21,3070
2022-01-04,OBrien,4536.88,0.1263,69.63,3194
2022-01-05,OBrien,4916.15,0.1276,73.22,3305
2022-01-06,OBrien,4800.56,0.1326,71.11,3398
2022-01-07,OBrien,4844.12,0.1348,69.42,3491
2022-01-08,OBrien,4827.01,0.1286,68.57,3580
2022-01-09,OBrien,4482.9,0.1289,68.79,3630
2022-01-10,OBrien,3956.63,0.1245,67.94,3675
2022-01-11,OBrien,3959.89,0.1217,67.94,3702
2022-01-12,OBrien,3708.03,0.1207,67.1,3724
2022-01-13,OBrien,3671.79,0.114,64.57,3728
2022-01-14,OBrien,3543.14,0.1022,60.98,3707
2022-01-15,OBrien,3292.83,0.1034,58.02,3648
2022-01-16,OBrien,3008.62,0.0981,55.91,3614
2022-01-17,OBrien,3316.32,0.0956,52.33,3553
2022-01-18,OBrien,3437.2,0.0933,49.16,3479
2022-01-19,OBrien,3217.7,0.0899,46.84,3370
2022-01-20,OBrien,2943.43,0.0824,42.2,3261
2022-01-21,OBrien,2761.27,0.0885,39.03,3157
2022-01-22,OBrien,2563.7,0.0889,36.92,3058
2022-01-23,OBrien,2356.96,0.0844,34.39,2937
2022-01-24,OBrien,1760.06,0.0803,32.7,2810
2022-01-25,OBrien,1176.38,0.0807,29.54,2686
2022-01-26,OBrien,1062.82,0.0767,28.06,2573
2022-01-27,OBrien,1060.33,0.0719,25.32,2450
2022-01-28,OBrien,1005.1,0.0576,23.21,2324
2022-01-29,OBrien,938.36,0.0418,21.52,2196
2022-01-30,OBrien,965.28,0.0403,20.89,2080
2022-01-31,OBrien,919.7,0.042,19.41,1981
2022-02-01,OBrien,890.76,0.0391,19.41,1884
2022-02-02,OBrien,838.03,0.0362,18.78,1776
2022-02-03,OBrien,820.14,0.0387,16.88,1684
2022-02-04,OBrien,818.11,0.0371,15.4,1591
2022-02-05,OBrien,756.51,0.0334,14.98,1509
2022-02-06,OBrien,640.46,0.0327,14.56,1434
2022-02-07,OBrien,585.7,0.0341,14.14,1349
2022-02-08,OBrien,542.14,0.035,13.93,1269
2022-02-09,OBrien,539.19,0.033,13.71,1196
2022-02-10,OBrien,534.83,0.0275,12.66,1141
2022-02-11,OBrien,495.78,0.0231,10.76,1081
2022-02-12,OBrien,494.07,0.0238,10.76,1030
2022-02-13,OBrien,444.29,0.024,9.92,975
2022-02-14,OBrien,411.47,0.0234,9.49,929
2022-02-15,OBrien,404.62,0.0209,9.28,876
2022-02-16,OBrien,374.29,0.0219,9.07,832
2022-02-17,OBrien,323.57,0.0195,8.65,787
2022-02-18,OBrien,302.73,0.0211,8.23,757
2022-02-19,OBrien,286.86,0.0197,8.02,717
2022-02-20,OBrien,279.55,0.018,8.23,680
2022-02-21,OBrien,260.57,0.0158,7.17,649
2022-02-22,OBrien,289.66,0.0157,7.17,626
2022-02-23,OBrien,278.46,0.0151,6.33,602
2022-02-24,OBrien,271.93,0.0163,5.91,578
2022-02-25,OBrien,294.64,0.0147,5.06,552
2022-02-26,OBrien,294.02,0.0154,5.49,533
2022-02-27,OBrien,294.79,0.015,5.49,514
2022-02-28,OBrien,278.46,0.0144,5.49,492
2022-03-01,OBrien,243.3,0.0154,5.27,474
2022-03-02,OBrien,246.73,0.0145,5.49,449
2022-03-03,OBrien,238.48,0.0141,4.43,424
2022-03-04,OBrien,206.9,0.0139,4.43,400
2022-03-05,OBrien,210.32,0.013,4.43,383
2022-03-06,OBrien,215.77,0.0132,4.22,367
2022-03-07,OBrien,222.46,0.0132,4.22,358
2022-03-08,OBrien,231.32,0.0118,4.43,343
2022-03-09,OBrien,223.39,0.0122,4.22,339
2022-03-10,OBrien,223.08,0.0126,4.22,337
2022-03-11,OBrien,253.73,0.0134,4.22,338
2022-03-12,OBrien,243.77,0.0139,4.43,338
2022-03-13,OBrien,241.75,0.0139,4.64,335
2022-03-14,OBrien,250.77,0.0139,4.43,327
2022-03-15,OBrien,245.79,0.0156,4.22,326
2022-03-16,OBrien,244.55,0.0149,4.43,317
2022-03-17,OBrien,249.99,0.0158,4.22,309
2022-03-18,OBrien,250.93,0.0153,4.01,300
2022-03-19,OBrien,256.21,0.0153,4.01,289
2022-03-20,OBrien,288.57,0.015,4.01,284
2022-03-21,OBrien,294.02,0.0152,4.01,283
2022-03-22,OBrien,298.53,0.0156,3.8,273
2022-03-23,OBrien,316.11,0.0161,4.01,267
2022-03-24,OBrien,324.51,0.018,4.01,264
2022-03-25,OBrien,335.86,0.0213,3.8,259
2022-03-26,OBrien,345.98,0.0232,4.01,258
2022-03-27,OBrien,345.35,0.0247,3.8,254
2022-03-28,OBrien,346.44,0.0254,3.59,249
2022-03-29,OBrien,360.13,0.0257,3.8,249
2022-03-30,OBrien,373.04,0.026,4.22,250
2022-03-31,OBrien,368.38,0.0239,3.8,250
2020-08-01,Stickney,408.51,0.0457,21.29,774
2020-08-02,Stickney,406.66,0.0464,21.29,767
2020-08-03,Stickney,410.36,0.0478,21.67,773
2020-08-04,Stickney,434.43,0.0449,22.05,771
2020-08-05,Stickney,434.74,0.0447,22.43,769
2020-08-06,Stickney,429.03,0.046,22.05,774
2020-08-07,Stickney,436.43,0.047,21.67,788
2020-08-08,Stickney,428.41,0.0489,20.91,788
2020-08-09,Stickney,433.04,0.0483,22.05,785
2020-08-10,Stickney,452.32,0.0459,21.29,781
2020-08-11,Stickney,421.01,0.0477,20.53,780
2020-08-12,Stickney,424.86,0.0481,20.15,786
2020-08-13,Stickney,437.51,0.0484,20.91,789
2020-08-14,Stickney,437.67,0.05,20.91,781
2020-08-15,Stickney,472.22,0.0466,21.67,795
2020-08-16,Stickney,471.3,0.0482,20.91,806
2020-08-17,Stickney,456.49,0.0492,21.29,808
2020-08-18,Stickney,481.79,0.0497,22.43,799
2020-08-19,Stickney,489.81,0.0522,22.43,786
2020-08-20,Stickney,484.87,0.05,22.43,776
2020-08-21,Stickney,486.57,0.0489,22.43,771
2020-08-22,Stickney,460.96,0.0516,22.43,749
2020-08-23,Stickney,440.14,0.0514,23.19,736
2020-08-24,Stickney,446.61,0.0523,22.81,727
2020-08-25,Stickney,413.14,0.0524,22.43,731
2020-08-26,Stickney,420.85,0.0498,23.57,736
2020-08-27,Stickney,422.09,0.0502,23.57,732
2020-08-28,Stickney,406.97,0.0526,23.95,732
2020-08-29,Stickney,401.72,0.0496,23.57,732
2020-08-30,Stickney,387.07,0.0507,22.81,726
2020-08-31,Stickney,437.36,0.0513,23.57,725
2020-09-01,Stickney,480.25,0.0523,22.43,723
2020-09-02,Stickney,442.91,0.0534,21.67,719
2020-09-03,Stickney,437.67,0.051,20.53,720
2020-09-04,Stickney,445.69,0.0455,20.91,715
2020-09-05,Stickney,420.85,0.0486,20.53,718
2020-09-06,Stickney,435.97,0.0454,18.63,717
2020-09-07,Stickney,367.01,0.0462,18.63,713
2020-09-08,Stickney,340.17,0.0444,19.01,707
2020-09-09,Stickney,339.09,0.0417,18.63,703
2020-09-10,Stickney,336.31,0.0439,17.87,705
2020-09-11,Stickney,332.15,0.0467,17.49,707
2020-09-12,Stickney,347.42,0.0445,17.87,697
2020-09-13,Stickney,372.87,0.0437,17.87,688
2020-09-14,Stickney,359.91,0.0414,17.87,687
2020-09-15,Stickney,375.65,0.043,17.11,694
2020-09-16,Stickney,384.29,0.0439,17.11,692
2020-09-17,Stickney,385.06,0.0451,17.49,682
2020-09-18,Stickney,396.48,0.041,16.35,682
2020-09-19,Stickney,400.95,0.0413,15.97,685
2020-09-20,Stickney,395.4,0.042,15.97,689
2020-09-21,Stickney,419.31,0.0428,15.59,682
2020-09-22,Stickney,421.62,0.0427,15.97,679
2020-09-23,Stickney,421.62,0.0436,16.35,692
2020-09-24,Stickney,439.06,0.0422,16.35,701
2020-09-25,Stickney,429.8,0.0443,16.35,705
2020-09-26,Stickney,443.07,0.0446,17.11,707
2020-09-27,Stickney,451.09,0.0444,18.25,702
2020-09-28,Stickney,441.21,0.0445,18.25,708
2020-09-29,Stickney,435.97,0.0433,17.87,716
2020-09-30,Stickney,430.11,0.0442,17.87,707
2020-10-01,Stickney,427.95,0.0444,17.49,709
2020-10-02,Stickney,427.79,0.043,16.73,702
2020-10-03,Stickney,423.32,0.0416,17.49,712
2020-10-04,Stickney,438.59,0.0407,17.49,731
2020-10-05,Stickney,452.79,0.0408,19.01,743
2020-10-06,Stickney,472.84,0.0407,20.53,743
2020-10-07,Stickney,520.82,0.0404,20.91,758
2020-10-08,Stickney,552.6,0.0407,21.67,771
2020-10-09,Stickney,608.91,0.0418,23.19,791
2020-10-10,Stickney,626.19,0.0435,22.81,804
2020-10-11,Stickney,656.11,0.0461,24.33,814
2020-10-12,Stickney,715.05,0.0477,23.57,828
2020-10-13,Stickney,761.17,0.0507,22.43,851
2020-10-14,Stickney,815.78,0.0514,22.81,856
2020-10-15,Stickney,832.91,0.0559,24.33,861
2020-10-16,Stickney,844.94,0.0594,23.95,878
2020-10-17,Stickney,921.61,0.0614,23.95,893
2020-10-18,Stickney,982.24,0.0625,26.23,912
2020-10-19,Stickney,970.98,0.0635,26.61,932
2020-10-20,Stickney,1032.84,0.0638,29.65,947
2020-10-21,Stickney,1058.92,0.068,33.07,989
2020-10-22,Stickney,1111.98,0.0682,34.21,1028
2020-10-23,Stickney,1127.87,0.067,34.59,1058
2020-10-24,Stickney,1168.91,0.071,36.88,1093
2020-10-25,Stickney,1221.05,0.0752,38.02,1128
2020-10-26,Stickney,1352.65,0.0772,40.3,1162
2020-10-27,Stickney,1449.84,0.0783,41.82,1211
2020-10-28,Stickney,1590.84,0.0808,44.1,1252
2020-10-29,Stickney,1673.38,0.086,46.38,1295
2020-10-30,Stickney,1765.94,0.0917,47.52,1343
2020-10-31,Stickney,1831.5,0.0955,50.18,1400
2020-11-01,Stickney,1929.0,0.0988,51.7,1456
2020-11-02,Stickney,2137.27,0.1012,56.64,1512
2020-11-03,Stickney,2228.75,0.1034,58.54,1562
2020-11-04,Stickney,2273.18,0.1067,59.68,1610
2020-11-05,Stickney,2450.9,0.1096,63.11,1677
2020-11-06,Stickney,2618.44,0.1232,66.91,1750
2020-11-07,Stickney,2718.1,0.1288,71.09,1823
2020-11-08,Stickney,2858.95,0.1338,74.13,1882
2020-11-09,Stickney,2923.28,0.1448,76.41,1960
2020-11-10,Stickney,2863.42,0.1484,79.07,2049
2020-11-11,Stickney,2925.29,0.1479,83.63,2140
2020-11-12,Stickney,2919.11,0.1536,84.39,2215
2020-11-13,Stickney,2915.88,0.1537,82.11,2287
2020-11-14,Stickney,2784.9,0.1451,84.77,2357
2020-11-15,Stickney,2823.16,0.1463,88.2,2439
2020-11-16,Stickney,2700.82,0.1431,90.48,2515
2020-11-17,Stickney,2750.34,0.1433,90.86,2575
2020-11-18,Stickney,2704.22,0.1356,89.34,2627
2020-11-19,Stickney,2575.71,0.1349,86.3,2683
2020-11-20,Stickney,2459.23,0.1284,87.44,2738
2020-11-21,Stickney,2598.08,0.1298,86.68,2780
2020-11-22,Stickney,2539.45,0.1286,85.15,2832
2020-11-23,Stickney,2376.54,0.1187,82.11,2863
2020-11-24,Stickney,2238.16,0.1145,78.69,2891
2020-11-25,Stickney,2074.79,0.1162,78.31,2901
2020-11-26,Stickney,1970.35,0.1106,74.51,2899
2020-11-27,Stickney,2083.74,0.1047,74.13,2879
2020-11-28,Stickney,1992.72,0.1052,75.27,2875
2020-11-29,Stickney,1943.97,0.1024,76.41,2859
2020-11-30,Stickney,2044.09,0.1056,74.89,2836
2020-12-01,Stickney,2145.75,0.1092,74.89,2821
2020-12-02,Stickney,2212.55,0.1125,73.75,2806
2020-12-03,Stickney,2350.93,0.1142,77.55,2781
2020-12-04,Stickney,2198.36,0.1177,74.89,2768
2020-12-05,Stickney,2181.55,0.1187,75.65,2726
2020-12-06,Stickney,2134.8,0.1181,77.17,2683
2020-12-07,Stickney,2105.49,0.12,76.03,2648
2020-12-08,Stickney,2054.73,0.115,73.37,2618
2020-12-09,Stickney,2031.59,0.1145,74.89,2580
2020-12-10,Stickney,1999.51,0.1114,74.13,2561
2020-12-11,Stickney,1997.04,0.1116,73.37,2528
2020-12-12,Stickney,1932.86,0.1066,74.89,2524
2020-12-13,Stickney,1849.71,0.1087,74.89,2508
2020-12-14,Stickney,1780.6,0.1052,75.65,2492
2020-12-15,Stickney,1737.09,0.1053,74.89,2465
2020-12-16,Stickney,1690.5,0.1,71.47,2447
2020-12-17,Stickney,1570.02,0.0978,68.81,2419
2020-12-18,Stickney,1549.65,0.0953,65.77,2391
2020-12-19,Stickney,1542.56,0.0959,66.91,2340
2020-12-20,Stickney,1474.83,0.0907,65.39,2307
2020-12-21,Stickney,1415.44,0.0843,60.06,2280
2020-12-22,Stickney,1285.23,0.0842,65.01,2261
2020-12-23,Stickney,1203.62,0.0846,63.87,2233
2020-12-24,Stickney,1176.47,0.0797,60.82,2202
2020-12-25,Stickney,1144.69,0.0764,55.88,2163
2020-12-26,Stickney,1161.04,0.0721,56.26,2145
2020-12-27,Stickney,1207.79,0.0711,57.78,2133
2020-12-28,Stickney,1244.66,0.0751,58.54,2112
2020-12-29,Stickney,1268.88,0.0763,57.02,2088
2020-12-30,Stickney,1282.3,0.0798,53.6,2070
2020-12-31,Stickney,1323.03,0.0865,52.84,2056
2021-01-01,Stickney,1369.15,0.0877,50.94,2044
2021-01-02,Stickney,1393.68,0.0896,53.6,2017
2021-01-03,Stickney,1449.22,0.0933,52.46,1993
2021-01-04,Stickney,1529.6,0.0959,52.46,1957
2021-01-05,Stickney,1610.13,0.0968,52.46,1922
2021-01-06,Stickney,1636.35,0.098,53.6,1896
2021-01-07,Stickney,1602.57,0.0984,53.98,1870
2021-01-08,Stickney,1624.78,0.1034,53.98,1854
2021-01-09,Stickney,1576.8,0.1027,54.36,1838
2021-01-10,Stickney,1488.71,0.0967,54.36,1810
2021-01-11,Stickney,1417.75,0.0923,53.6,1788
2021-01-12,Stickney,1377.18,0.0934,53.22,1772
2021-01-13,Stickney,1361.29,0.0917,53.22,1746
2021-01-14,Stickney,1315.62,0.0849,50.56,1723
2021-01-15,Stickney,1213.03,0.082,50.18,1700
2021-01-16,Stickney,1165.05,0.0808,50.18,1688
2021-01-17,Stickney,1083.44,0.0769,49.04,1675
2021-01-18,Stickney,1067.09,0.0753,48.28,1664
2021-01-19,Stickney,1056.91,0.0726,47.52,1636
2021-01-20,Stickney,1011.71,0.0682,46.76,1627
2021-01-21,Stickney,1010.17,0.0657,46.0,1611
2021-01-22,Stickney,982.71,0.0646,44.1,1599
2021-01-23,Stickney,959.87,0.0632,42.2,1582
2021-01-24,Stickney,964.35,0.0625,42.2,1557
2021-01-25,Stickney,872.71,0.0616,39.92,1535
2021-01-26,Stickney,798.66,0.0598,38.4,1515
2021-01-27,Stickney,772.9,0.0602,38.02,1476
2021-01-28,Stickney,742.81,0.0607,36.11,1439
2021-01-29,Stickney,694.06,0.0547,34.21,1397
2021-01-30,Stickney,665.99,0.0509,33.83,1350
2021-01-31,Stickney,622.79,0.0497,32.31,1307
2021-02-01,Stickney,599.5,0.0486,31.55,1267
2021-02-02,Stickney,590.39,0.0463,30.79,1235
2021-02-03,Stickney,573.89,0.0441,30.41,1204
2021-02-04,Stickney,545.35,0.0411,30.03,1179
2021-02-05,Stickney,541.95,0.0402,29.65,1161
2021-02-06,Stickney,537.02,0.0405,29.65,1148
2021-02-07,Stickney,510.79,0.0402,30.41,1133
2021-02-08,Stickney,490.74,0.0391,30.41,1113
2021-02-09,Stickney,467.6,0.0392,28.51,1089
2021-02-10,Stickney,452.48,0.0394,26.99,1070
2021-02-11,Stickney,452.63,0.0376,27.37,1052
2021-02-12,Stickney,438.13,0.0362,25.85,1030
2021-02-13,Stickney,401.26,0.035,25.47,1003
2021-02-14,Stickney,374.42,0.0342,23.95,979
2021-02-15,Stickney,344.18,0.0344,22.05,954
2021-02-16,Stickney,333.38,0.0333,21.67,927
2021-02-17,Stickney,329.06,0.0314,20.15,902
2021-02-18,Stickney,325.36,0.032,20.91,870
2021-02-19,Stickney,332.45,0.0308,19.77,844
2021-02-20,Stickney,358.99,0.0301,19.77,822
2021-02-21,Stickney,358.37,0.0289,20.15,800
2021-02-22,Stickney,389.53,0.0294,20.15,778
2021-02-23,Stickney,394.78,0.0293,19.77,762
2021-02-24,Stickney,393.24,0.0302,19.77,747
2021-02-25,Stickney,395.09,0.0282,17.49,739
2021-02-26,Stickney,395.09,0.0296,16.73,721
2021-02-27,Stickney,391.23,0.0293,17.87,705
2021-02-28,Stickney,414.53,0.03,17.11,692
2021-03-01,Stickney,378.74,0.0298,17.49,677
2021-03-02,Stickney,401.88,0.03,17.49,668
2021-03-03,Stickney,393.85,0.0297,17.11,654
2021-03-04,Stickney,390.61,0.032,17.49,642
2021-03-05,Stickney,390.61,0.029,17.11,642
2021-03-06,Stickney,377.81,0.0312,16.73,645
2021-03-07,Stickney,361.77,0.0305,17.49,642
2021-03-08,Stickney,374.72,0.0301,17.11,644
2021-03-09,Stickney,352.66,0.0305,17.11,635
2021-03-10,Stickney,371.18,0.03,17.49,630
2021-03-11,Stickney,362.07,0.0279,17.49,626
2021-03-12,Stickney,387.07,0.029,16.73,619
2021-03-13,Stickney,389.38,0.0274,16.73,617
2021-03-14,Stickney,420.23,0.029,17.49,612
2021-03-15,Stickney,438.44,0.0285,18.25,609
2021-03-16,Stickney,455.25,0.0298,18.63,611
2021-03-17,Stickney,461.27,0.0292,19.01,614
2021-03-18,Stickney,477.78,0.0317,19.77,615
2021-03-19,Stickney,466.21,0.0325,21.67,621
2021-03-20,Stickney,510.48,0.0331,22.43,621
2021-03-21,Stickney,502.0,0.0331,23.57,628
2021-03-22,Stickney,541.95,0.034,24.71,642
2021-03-23,Stickney,562.16,0.0336,26.23,657
2021-03-24,Stickney,602.12,0.0366,27.37,675
2021-03-25,Stickney,619.55,0.0353,28.13,692
2021-03-26,Stickney,645.47,0.0395,28.13,705
2021-03-27,Stickney,640.53,0.0398,28.13,719
2021-03-28,Stickney,692.21,0.0424,28.89,737
2021-03-29,Stickney,701.93,0.0431,29.27,744
2021-03-30,Stickney,712.27,0.0445,28.89,753
2021-03-31,Stickney,692.99,0.0441,30.41,762
2021-04-01,Stickney,718.75,0.0467,29.65,769
2021-04-02,Stickney,730.16,0.0463,30.03,774
2021-04-03,Stickney,777.37,0.0486,33.45,784
2021-04-04,Stickney,792.03,0.0473,33.07,795
2021-04-05,Stickney,804.37,0.0486,33.83,809
2021-04-06,Stickney,830.75,0.0493,36.11,825
2021-04-07,Stickney,845.4,0.0525,36.49,849
2021-04-08,Stickney,854.35,0.0541,39.16,873
2021-04-09,Stickney,857.28,0.0538,39.54,898
2021-04-10,Stickney,848.03,0.0543,39.54,926
2021-04-11,Stickney,832.6,0.0548,41.06,958
2021-04-12,Stickney,825.97,0.0556,41.44,988
2021-04-13,Stickney,803.44,0.0549,41.06,1016
2021-04-14,Stickney,796.96,0.0536,40.68,1032
2021-04-15,Stickney,775.37,0.0524,40.68,1050
